method,k,operator,f1,micro_f1,macro_f1,recall,micro_recall,macro_recall,precision,micro_precision,macro_precision
TgSAGE,4,HAD,0.44557558234268707,0.43478260869565216,0.4258687932002621,0.8234519104084321,0.8234519104084321,0.8123332860682932,0.30835275343646135,0.2953686200378072,0.29147306315917765
TgSAGE,5,HAD,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
TgSAGE,1,AVG,0.1134831523847542,0.27018633540372666,0.09900426742532005,0.22924901185770752,0.22924901185770752,0.2,0.07540515701935936,0.32892249527410206,0.06578449905482041
TgSAGE,2,AVG,0.1710678561047236,0.3225096312603192,0.17246105754877683,0.38603425559947296,0.38603425559947296,0.4,0.1106744273506828,0.276937618147448,0.1107750472589792
TgSAGE,3,AVG,0.23493654632588645,0.35720375106564367,0.249407622434273,0.5520421607378129,0.5520421607378129,0.6,0.15021506260102463,0.2640201638311279,0.15841209829867675
TgSAGE,4,AVG,0.2997241359013869,0.3798260869565217,0.3268466468245169,0.7193675889328063,0.7193675889328063,0.8,0.19038581757411377,0.2580340264650284,0.2064272211720227
TgSAGE,5,AVG,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
TgSAGE,1,L1,0.17701959088167782,0.20496894409937888,0.1810031178685078,0.17391304347826086,0.17391304347826086,0.18744891411328773,0.2614437115861879,0.2495274102079395,0.2538403066310043
TgSAGE,2,L1,0.2837649741602886,0.3137039075399009,0.28345701163924203,0.37549407114624506,0.37549407114624506,0.3965378670579642,0.26460895661509715,0.26937618147448017,0.25412202499863384
TgSAGE,3,L1,0.3526329075751149,0.3844842284739983,0.34783284027975486,0.5942028985507246,0.5942028985507246,0.6152746226837064,0.2792995481596808,0.28418399495904223,0.26805067125247056
TgSAGE,4,L1,0.3839845789361905,0.40973913043478255,0.3754797367169843,0.7760210803689065,0.7760210803689065,0.7999786166488638,0.2814506298660057,0.2783553875236295,0.2686959902545408
TgSAGE,5,L1,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
TgSAGE,1,L2,0.1948919888017255,0.2236024844720497,0.19069303266260793,0.18972332015810275,0.18972332015810275,0.19481861613282972,0.2620681499767199,0.2722117202268431,0.25123240444152
TgSAGE,2,L2,0.27311871221637013,0.30709961474958725,0.26315865321384513,0.3675889328063241,0.3675889328063241,0.3697688968777769,0.2487376495553189,0.2637051039697543,0.23634016494532162
